step,episode,episode_return,episode_len,epsilon,success
87546,1375,-0.6400,64,0.4455,0
87610,1376,-0.6400,64,0.4451,0
87674,1377,-0.6400,64,0.4447,0
87738,1378,-0.6400,64,0.4443,0
87802,1379,-0.6400,64,0.4439,0
87866,1380,-0.6400,64,0.4435,0
87930,1381,-0.6400,64,0.4431,0
87994,1382,-0.6400,64,0.4427,0
88058,1383,-0.6400,64,0.4423,0
88122,1384,-0.6400,64,0.4419,0
88186,1385,-0.6400,64,0.4415,0
88250,1386,-0.6400,64,0.4411,0
88314,1387,-0.6400,64,0.4407,0
88378,1388,-0.6400,64,0.4403,0
88442,1389,-0.6400,64,0.4399,0
88506,1390,-0.6400,64,0.4395,0
88570,1391,-0.6400,64,0.4391,0
88634,1392,-0.6400,64,0.4387,0
88698,1393,-0.6400,64,0.4382,0
88762,1394,-0.6400,64,0.4378,0
88826,1395,-0.6400,64,0.4374,0
88890,1396,-0.6400,64,0.4370,0
88954,1397,-0.6400,64,0.4366,0
89018,1398,-0.6400,64,0.4362,0
89082,1399,-0.6400,64,0.4358,0
89146,1400,-0.6400,64,0.4354,0
89210,1401,-0.6400,64,0.4350,0
89274,1402,-0.6400,64,0.4346,0
89338,1403,-0.6400,64,0.4342,0
89402,1404,-0.6400,64,0.4338,0
89466,1405,-0.6400,64,0.4334,0
89530,1406,-0.6400,64,0.4330,0
89594,1407,-0.6400,64,0.4326,0
89658,1408,-0.6400,64,0.4322,0
89722,1409,-0.6400,64,0.4318,0
89786,1410,-0.6400,64,0.4314,0
89850,1411,-0.6400,64,0.4310,0
89907,1412,0.4400,57,0.4306,1
89971,1413,-0.6400,64,0.4302,0
90035,1414,-0.6400,64,0.4298,0
90099,1415,-0.6400,64,0.4294,0
90163,1416,-0.6400,64,0.4290,0
90227,1417,-0.6400,64,0.4286,0
90291,1418,-0.6400,64,0.4282,0
90355,1419,-0.6400,64,0.4278,0
90419,1420,-0.6400,64,0.4273,0
90483,1421,-0.6400,64,0.4269,0
90547,1422,-0.6400,64,0.4265,0
90611,1423,-0.6400,64,0.4261,0
90675,1424,-0.6400,64,0.4257,0
90739,1425,-0.6400,64,0.4253,0
90803,1426,-0.6400,64,0.4249,0
90867,1427,-0.6400,64,0.4245,0
90931,1428,-0.6400,64,0.4241,0
90995,1429,-0.6400,64,0.4237,0
91059,1430,-0.6400,64,0.4233,0
91123,1431,-0.6400,64,0.4229,0
91183,1432,0.4100,60,0.4225,1
91247,1433,-0.6400,64,0.4221,0
91311,1434,-0.6400,64,0.4217,0
91375,1435,-0.6400,64,0.4213,0
91439,1436,-0.6400,64,0.4209,0
91503,1437,-0.6400,64,0.4205,0
91567,1438,-0.6400,64,0.4201,0
91631,1439,-0.6400,64,0.4197,0
91695,1440,-0.6400,64,0.4193,0
91759,1441,-0.6400,64,0.4189,0
91823,1442,-0.6400,64,0.4185,0
91887,1443,-0.6400,64,0.4180,0
91951,1444,-0.6400,64,0.4176,0
92015,1445,-0.6400,64,0.4172,0
92079,1446,-0.6400,64,0.4168,0
92143,1447,-0.6400,64,0.4164,0
92207,1448,-0.6400,64,0.4160,0
92271,1449,-0.6400,64,0.4156,0
92335,1450,-0.6400,64,0.4152,0
92399,1451,-0.6400,64,0.4148,0
92463,1452,-0.6400,64,0.4144,0
92527,1453,-0.6400,64,0.4140,0
92591,1454,-0.6400,64,0.4136,0
92655,1455,-0.6400,64,0.4132,0
92719,1456,-0.6400,64,0.4128,0
92760,1457,0.6000,41,0.4125,1
92824,1458,-0.6400,64,0.4121,0
92888,1459,-0.6400,64,0.4117,0
92952,1460,-0.6400,64,0.4113,0
93016,1461,-0.6400,64,0.4109,0
93070,1462,0.4700,54,0.4106,1
93134,1463,-0.6400,64,0.4102,0
93198,1464,-0.6400,64,0.4097,0
93262,1465,-0.6400,64,0.4093,0
93326,1466,-0.6400,64,0.4089,0
93390,1467,-0.6400,64,0.4085,0
93454,1468,-0.6400,64,0.4081,0
93518,1469,-0.6400,64,0.4077,0
93582,1470,-0.6400,64,0.4073,0
93614,1471,0.6900,32,0.4071,1
93678,1472,-0.6400,64,0.4067,0
93742,1473,-0.6400,64,0.4063,0
93806,1474,-0.6400,64,0.4059,0
93870,1475,-0.6400,64,0.4055,0
93934,1476,-0.6400,64,0.4051,0
93998,1477,-0.6400,64,0.4047,0
94062,1478,-0.6400,64,0.4043,0
94126,1479,-0.6400,64,0.4039,0
94190,1480,-0.6400,64,0.4035,0
94254,1481,-0.6400,64,0.4031,0
94318,1482,-0.6400,64,0.4027,0
94382,1483,-0.6400,64,0.4022,0
94446,1484,-0.6400,64,0.4018,0
94510,1485,-0.6400,64,0.4014,0
94574,1486,-0.6400,64,0.4010,0
94638,1487,-0.6400,64,0.4006,0
94702,1488,-0.6400,64,0.4002,0
94766,1489,-0.6400,64,0.3998,0
94830,1490,-0.6400,64,0.3994,0
94894,1491,-0.6400,64,0.3990,0
94958,1492,-0.6400,64,0.3986,0
95022,1493,-0.6400,64,0.3982,0
95086,1494,-0.6400,64,0.3978,0
95150,1495,-0.6400,64,0.3974,0
95214,1496,-0.6400,64,0.3970,0
95278,1497,-0.6400,64,0.3966,0
95342,1498,-0.6400,64,0.3962,0
95406,1499,-0.6400,64,0.3958,0
95470,1500,-0.6400,64,0.3954,0
95534,1501,-0.6400,64,0.3950,0
95581,1502,0.5400,47,0.3947,1
95645,1503,-0.6400,64,0.3942,0
95709,1504,-0.6400,64,0.3938,0
95773,1505,-0.6400,64,0.3934,0
95837,1506,-0.6400,64,0.3930,0
95901,1507,-0.6400,64,0.3926,0
95965,1508,-0.6400,64,0.3922,0
96029,1509,-0.6400,64,0.3918,0
96093,1510,-0.6400,64,0.3914,0
96157,1511,-0.6400,64,0.3910,0
96211,1512,0.4700,54,0.3907,1
96275,1513,-0.6400,64,0.3903,0
96339,1514,-0.6400,64,0.3899,0
96393,1515,0.4700,54,0.3895,1
96457,1516,-0.6400,64,0.3891,0
96521,1517,-0.6400,64,0.3887,0
96585,1518,-0.6400,64,0.3883,0
96649,1519,-0.6400,64,0.3879,0
96713,1520,-0.6400,64,0.3875,0
96777,1521,-0.6400,64,0.3871,0
96824,1522,0.5400,47,0.3868,1
96888,1523,-0.6400,64,0.3864,0
96952,1524,-0.6400,64,0.3860,0
97016,1525,-0.6400,64,0.3856,0
97080,1526,-0.6400,64,0.3852,0
97144,1527,-0.6400,64,0.3848,0
97208,1528,-0.6400,64,0.3843,0
97272,1529,-0.6400,64,0.3839,0
97336,1530,-0.6400,64,0.3835,0
97384,1531,0.5300,48,0.3832,1
97448,1532,-0.6400,64,0.3828,0
97512,1533,-0.6400,64,0.3824,0
97576,1534,-0.6400,64,0.3820,0
97640,1535,-0.6400,64,0.3816,0
97704,1536,-0.6400,64,0.3812,0
97768,1537,-0.6400,64,0.3808,0
97832,1538,-0.6400,64,0.3804,0
97896,1539,-0.6400,64,0.3800,0
97957,1540,0.4000,61,0.3796,1
98021,1541,-0.6400,64,0.3792,0
98085,1542,-0.6400,64,0.3788,0
98149,1543,-0.6400,64,0.3784,0
98213,1544,-0.6400,64,0.3780,0
98277,1545,-0.6400,64,0.3776,0
98341,1546,-0.6400,64,0.3772,0
98405,1547,-0.6400,64,0.3768,0
98469,1548,-0.6400,64,0.3764,0
98533,1549,-0.6400,64,0.3760,0
98597,1550,-0.6400,64,0.3756,0
98661,1551,-0.6400,64,0.3751,0
98725,1552,-0.6400,64,0.3747,0
98789,1553,-0.6400,64,0.3743,0
98853,1554,-0.6400,64,0.3739,0
98917,1555,-0.6400,64,0.3735,0
98981,1556,-0.6400,64,0.3731,0
99045,1557,-0.6400,64,0.3727,0
99109,1558,-0.6400,64,0.3723,0
99160,1559,0.5000,51,0.3720,1
99224,1560,-0.6400,64,0.3716,0
99288,1561,-0.6400,64,0.3712,0
99316,1562,0.7300,28,0.3710,1
99380,1563,-0.6400,64,0.3706,0
99444,1564,-0.6400,64,0.3702,0
99508,1565,-0.6400,64,0.3698,0
99572,1566,-0.6400,64,0.3694,0
99636,1567,-0.6400,64,0.3690,0
99700,1568,-0.6400,64,0.3686,0
99764,1569,-0.6400,64,0.3682,0
99828,1570,-0.6400,64,0.3678,0
99892,1571,-0.6400,64,0.3674,0
99956,1572,-0.6400,64,0.3669,0
100020,1573,-0.6400,64,0.3665,0
100084,1574,-0.6400,64,0.3661,0
100148,1575,-0.6400,64,0.3657,0
100212,1576,-0.6400,64,0.3653,0
100276,1577,-0.6400,64,0.3649,0
100340,1578,-0.6400,64,0.3645,0
100404,1579,-0.6400,64,0.3641,0
100468,1580,-0.6400,64,0.3637,0
100532,1581,-0.6400,64,0.3633,0
100596,1582,-0.6400,64,0.3629,0
100660,1583,-0.6400,64,0.3625,0
100724,1584,-0.6400,64,0.3621,0
100788,1585,-0.6400,64,0.3617,0
100852,1586,-0.6400,64,0.3613,0
100916,1587,-0.6400,64,0.3609,0
100980,1588,-0.6400,64,0.3605,0
101044,1589,-0.6400,64,0.3601,0
101108,1590,-0.6400,64,0.3596,0
101172,1591,-0.6400,64,0.3592,0
101236,1592,-0.6400,64,0.3588,0
101300,1593,-0.6400,64,0.3584,0
101364,1594,-0.6400,64,0.3580,0
101428,1595,-0.6400,64,0.3576,0
101492,1596,-0.6400,64,0.3572,0
101556,1597,-0.6400,64,0.3568,0
101620,1598,-0.6400,64,0.3564,0
101684,1599,-0.6400,64,0.3560,0
101748,1600,-0.6400,64,0.3556,0
101812,1601,-0.6400,64,0.3552,0
101876,1602,-0.6400,64,0.3548,0
101940,1603,-0.6400,64,0.3544,0
102004,1604,-0.6400,64,0.3540,0
102068,1605,-0.6400,64,0.3536,0
102132,1606,-0.6400,64,0.3532,0
102196,1607,-0.6400,64,0.3528,0
102260,1608,-0.6400,64,0.3524,0
102324,1609,-0.6400,64,0.3519,0
102388,1610,-0.6400,64,0.3515,0
102452,1611,-0.6400,64,0.3511,0
102516,1612,-0.6400,64,0.3507,0
102580,1613,-0.6400,64,0.3503,0
102644,1614,-0.6400,64,0.3499,0
102708,1615,-0.6400,64,0.3495,0
102772,1616,-0.6400,64,0.3491,0
102836,1617,-0.6400,64,0.3487,0
102900,1618,-0.6400,64,0.3483,0
102964,1619,-0.6400,64,0.3479,0
103028,1620,-0.6400,64,0.3475,0
103092,1621,-0.6400,64,0.3471,0
103156,1622,-0.6400,64,0.3467,0
103220,1623,-0.6400,64,0.3463,0
103284,1624,-0.6400,64,0.3459,0
103348,1625,-0.6400,64,0.3455,0
103412,1626,-0.6400,64,0.3451,0
103476,1627,-0.6400,64,0.3447,0
103540,1628,-0.6400,64,0.3442,0
103604,1629,-0.6400,64,0.3438,0
103668,1630,-0.6400,64,0.3434,0
103732,1631,-0.6400,64,0.3430,0
103796,1632,-0.6400,64,0.3426,0
103860,1633,-0.6400,64,0.3422,0
103924,1634,-0.6400,64,0.3418,0
103988,1635,-0.6400,64,0.3414,0
104052,1636,-0.6400,64,0.3410,0
104116,1637,-0.6400,64,0.3406,0
104180,1638,-0.6400,64,0.3402,0
104244,1639,-0.6400,64,0.3398,0
104308,1640,-0.6400,64,0.3394,0
104372,1641,-0.6400,64,0.3390,0
104436,1642,-0.6400,64,0.3386,0
104500,1643,-0.6400,64,0.3382,0
104564,1644,-0.6400,64,0.3378,0
104628,1645,-0.6400,64,0.3374,0
104692,1646,-0.6400,64,0.3370,0
104756,1647,-0.6400,64,0.3365,0
104820,1648,-0.6400,64,0.3361,0
104884,1649,-0.6400,64,0.3357,0
104948,1650,-0.6400,64,0.3353,0
105012,1651,-0.6400,64,0.3349,0
105076,1652,-0.6400,64,0.3345,0
105140,1653,-0.6400,64,0.3341,0
105204,1654,-0.6400,64,0.3337,0
105268,1655,-0.6400,64,0.3333,0
105332,1656,-0.6400,64,0.3329,0
105396,1657,-0.6400,64,0.3325,0
105460,1658,-0.6400,64,0.3321,0
105524,1659,-0.6400,64,0.3317,0
105588,1660,-0.6400,64,0.3313,0
105652,1661,-0.6400,64,0.3309,0
105716,1662,-0.6400,64,0.3305,0
105780,1663,-0.6400,64,0.3301,0
105844,1664,-0.6400,64,0.3297,0
105908,1665,-0.6400,64,0.3292,0
105972,1666,-0.6400,64,0.3288,0
106036,1667,-0.6400,64,0.3284,0
106100,1668,-0.6400,64,0.3280,0
106164,1669,-0.6400,64,0.3276,0
106228,1670,-0.6400,64,0.3272,0
106292,1671,-0.6400,64,0.3268,0
106356,1672,-0.6400,64,0.3264,0
106420,1673,-0.6400,64,0.3260,0
106484,1674,-0.6400,64,0.3256,0
106548,1675,-0.6400,64,0.3252,0
106612,1676,-0.6400,64,0.3248,0
106676,1677,-0.6400,64,0.3244,0
106740,1678,-0.6400,64,0.3240,0
106804,1679,-0.6400,64,0.3236,0
106868,1680,-0.6400,64,0.3232,0
106932,1681,-0.6400,64,0.3228,0
106996,1682,-0.6400,64,0.3224,0
107060,1683,-0.6400,64,0.3220,0
107124,1684,-0.6400,64,0.3215,0
107188,1685,-0.6400,64,0.3211,0
107252,1686,-0.6400,64,0.3207,0
107316,1687,-0.6400,64,0.3203,0
107380,1688,-0.6400,64,0.3199,0
107444,1689,-0.6400,64,0.3195,0
107508,1690,-0.6400,64,0.3191,0
107572,1691,-0.6400,64,0.3187,0
107636,1692,-0.6400,64,0.3183,0
107700,1693,-0.6400,64,0.3179,0
107764,1694,-0.6400,64,0.3175,0
107828,1695,-0.6400,64,0.3171,0
107892,1696,-0.6400,64,0.3167,0
107956,1697,-0.6400,64,0.3163,0
108020,1698,-0.6400,64,0.3159,0
108084,1699,-0.6400,64,0.3155,0
108148,1700,-0.6400,64,0.3151,0
108212,1701,-0.6400,64,0.3147,0
108276,1702,-0.6400,64,0.3143,0
108340,1703,-0.6400,64,0.3138,0
108404,1704,-0.6400,64,0.3134,0
108468,1705,-0.6400,64,0.3130,0
108532,1706,-0.6400,64,0.3126,0
108596,1707,-0.6400,64,0.3122,0
108660,1708,-0.6400,64,0.3118,0
108724,1709,-0.6400,64,0.3114,0
108788,1710,-0.6400,64,0.3110,0
108852,1711,-0.6400,64,0.3106,0
108916,1712,-0.6400,64,0.3102,0
108980,1713,-0.6400,64,0.3098,0
109044,1714,-0.6400,64,0.3094,0
109108,1715,-0.6400,64,0.3090,0
109172,1716,-0.6400,64,0.3086,0
109236,1717,-0.6400,64,0.3082,0
109300,1718,-0.6400,64,0.3078,0
109364,1719,-0.6400,64,0.3074,0
109428,1720,-0.6400,64,0.3070,0
109492,1721,-0.6400,64,0.3066,0
109556,1722,-0.6400,64,0.3061,0
109620,1723,-0.6400,64,0.3057,0
109684,1724,-0.6400,64,0.3053,0
109748,1725,-0.6400,64,0.3049,0
109812,1726,-0.6400,64,0.3045,0
109876,1727,-0.6400,64,0.3041,0
109940,1728,-0.6400,64,0.3037,0
110004,1729,-0.6400,64,0.3033,0
110068,1730,-0.6400,64,0.3029,0
110132,1731,-0.6400,64,0.3025,0
110196,1732,-0.6400,64,0.3021,0
110260,1733,-0.6400,64,0.3017,0
110324,1734,-0.6400,64,0.3013,0
110388,1735,-0.6400,64,0.3009,0
110452,1736,-0.6400,64,0.3005,0
110516,1737,-0.6400,64,0.3001,0
110580,1738,-0.6400,64,0.2997,0
110644,1739,-0.6400,64,0.2993,0
110708,1740,-0.6400,64,0.2988,0
110772,1741,-0.6400,64,0.2984,0
110836,1742,-0.6400,64,0.2980,0
110900,1743,-0.6400,64,0.2976,0
110964,1744,-0.6400,64,0.2972,0
111028,1745,-0.6400,64,0.2968,0
111092,1746,-0.6400,64,0.2964,0
111156,1747,-0.6400,64,0.2960,0
111220,1748,-0.6400,64,0.2956,0
111284,1749,-0.6400,64,0.2952,0
111348,1750,-0.6400,64,0.2948,0
111412,1751,-0.6400,64,0.2944,0
111476,1752,-0.6400,64,0.2940,0
111540,1753,-0.6400,64,0.2936,0
111604,1754,-0.6400,64,0.2932,0
111668,1755,-0.6400,64,0.2928,0
111732,1756,-0.6400,64,0.2924,0
111796,1757,-0.6400,64,0.2920,0
111860,1758,-0.6400,64,0.2916,0
111924,1759,-0.6400,64,0.2911,0
111988,1760,-0.6400,64,0.2907,0
112052,1761,-0.6400,64,0.2903,0
112116,1762,-0.6400,64,0.2899,0
112180,1763,-0.6400,64,0.2895,0
112244,1764,-0.6400,64,0.2891,0
112308,1765,-0.6400,64,0.2887,0
112372,1766,-0.6400,64,0.2883,0
112436,1767,-0.6400,64,0.2879,0
112500,1768,-0.6400,64,0.2875,0
112564,1769,-0.6400,64,0.2871,0
112628,1770,-0.6400,64,0.2867,0
112692,1771,-0.6400,64,0.2863,0
112756,1772,-0.6400,64,0.2859,0
112820,1773,-0.6400,64,0.2855,0
112884,1774,-0.6400,64,0.2851,0
112948,1775,-0.6400,64,0.2847,0
113012,1776,-0.6400,64,0.2843,0
113076,1777,-0.6400,64,0.2839,0
113140,1778,-0.6400,64,0.2834,0
113204,1779,-0.6400,64,0.2830,0
113268,1780,-0.6400,64,0.2826,0
113332,1781,-0.6400,64,0.2822,0
113396,1782,-0.6400,64,0.2818,0
113460,1783,-0.6400,64,0.2814,0
113524,1784,-0.6400,64,0.2810,0
113588,1785,-0.6400,64,0.2806,0
113652,1786,-0.6400,64,0.2802,0
113716,1787,-0.6400,64,0.2798,0
113780,1788,-0.6400,64,0.2794,0
113844,1789,-0.6400,64,0.2790,0
113908,1790,-0.6400,64,0.2786,0
113972,1791,-0.6400,64,0.2782,0
114036,1792,-0.6400,64,0.2778,0
114100,1793,-0.6400,64,0.2774,0
114164,1794,-0.6400,64,0.2770,0
114228,1795,-0.6400,64,0.2766,0
114292,1796,-0.6400,64,0.2762,0
114356,1797,-0.6400,64,0.2757,0
114420,1798,-0.6400,64,0.2753,0
114484,1799,-0.6400,64,0.2749,0
114548,1800,-0.6400,64,0.2745,0
114612,1801,-0.6400,64,0.2741,0
114676,1802,-0.6400,64,0.2737,0
114740,1803,-0.6400,64,0.2733,0
114804,1804,-0.6400,64,0.2729,0
114868,1805,-0.6400,64,0.2725,0
114932,1806,-0.6400,64,0.2721,0
114996,1807,-0.6400,64,0.2717,0
115060,1808,-0.6400,64,0.2713,0
115124,1809,-0.6400,64,0.2709,0
115188,1810,-0.6400,64,0.2705,0
115252,1811,-0.6400,64,0.2701,0
115316,1812,-0.6400,64,0.2697,0
115380,1813,-0.6400,64,0.2693,0
115444,1814,-0.6400,64,0.2689,0
115508,1815,-0.6400,64,0.2684,0
115572,1816,-0.6400,64,0.2680,0
115636,1817,-0.6400,64,0.2676,0
115700,1818,-0.6400,64,0.2672,0
115764,1819,-0.6400,64,0.2668,0
115828,1820,-0.6400,64,0.2664,0
115892,1821,-0.6400,64,0.2660,0
115956,1822,-0.6400,64,0.2656,0
116020,1823,-0.6400,64,0.2652,0
116084,1824,-0.6400,64,0.2648,0
116148,1825,-0.6400,64,0.2644,0
116212,1826,-0.6400,64,0.2640,0
116276,1827,-0.6400,64,0.2636,0
116340,1828,-0.6400,64,0.2632,0
116404,1829,-0.6400,64,0.2628,0
116468,1830,-0.6400,64,0.2624,0
116532,1831,-0.6400,64,0.2620,0
116596,1832,-0.6400,64,0.2616,0
116660,1833,-0.6400,64,0.2612,0
116724,1834,-0.6400,64,0.2607,0
116788,1835,-0.6400,64,0.2603,0
116852,1836,-0.6400,64,0.2599,0
116916,1837,-0.6400,64,0.2595,0
116980,1838,-0.6400,64,0.2591,0
117044,1839,-0.6400,64,0.2587,0
117108,1840,-0.6400,64,0.2583,0
117172,1841,-0.6400,64,0.2579,0
117236,1842,-0.6400,64,0.2575,0
117300,1843,-0.6400,64,0.2571,0
117364,1844,-0.6400,64,0.2567,0
117428,1845,-0.6400,64,0.2563,0
117492,1846,-0.6400,64,0.2559,0
117556,1847,-0.6400,64,0.2555,0
117620,1848,-0.6400,64,0.2551,0
117684,1849,-0.6400,64,0.2547,0
117748,1850,-0.6400,64,0.2543,0
117812,1851,-0.6400,64,0.2539,0
117876,1852,-0.6400,64,0.2535,0
117940,1853,-0.6400,64,0.2530,0
118004,1854,-0.6400,64,0.2526,0
118068,1855,-0.6400,64,0.2522,0
118132,1856,-0.6400,64,0.2518,0
118196,1857,-0.6400,64,0.2514,0
118260,1858,-0.6400,64,0.2510,0
118324,1859,-0.6400,64,0.2506,0
118388,1860,-0.6400,64,0.2502,0
118452,1861,-0.6400,64,0.2498,0
118516,1862,-0.6400,64,0.2494,0
118580,1863,-0.6400,64,0.2490,0
118644,1864,-0.6400,64,0.2486,0
118708,1865,-0.6400,64,0.2482,0
118772,1866,-0.6400,64,0.2478,0
118836,1867,-0.6400,64,0.2474,0
118900,1868,-0.6400,64,0.2470,0
118964,1869,-0.6400,64,0.2466,0
119028,1870,-0.6400,64,0.2462,0
119092,1871,-0.6400,64,0.2458,0
119156,1872,-0.6400,64,0.2453,0
119220,1873,-0.6400,64,0.2449,0
119284,1874,-0.6400,64,0.2445,0
119348,1875,-0.6400,64,0.2441,0
119412,1876,-0.6400,64,0.2437,0
119476,1877,-0.6400,64,0.2433,0
119540,1878,-0.6400,64,0.2429,0
119604,1879,-0.6400,64,0.2425,0
119668,1880,-0.6400,64,0.2421,0
119732,1881,-0.6400,64,0.2417,0
119796,1882,-0.6400,64,0.2413,0
119860,1883,-0.6400,64,0.2409,0
119924,1884,-0.6400,64,0.2405,0
119988,1885,-0.6400,64,0.2401,0
120052,1886,-0.6400,64,0.2397,0
120116,1887,-0.6400,64,0.2393,0
120180,1888,-0.6400,64,0.2389,0
120244,1889,-0.6400,64,0.2385,0
120308,1890,-0.6400,64,0.2380,0
120372,1891,-0.6400,64,0.2376,0
120436,1892,-0.6400,64,0.2372,0
120500,1893,-0.6400,64,0.2368,0
120564,1894,-0.6400,64,0.2364,0
120628,1895,-0.6400,64,0.2360,0
120692,1896,-0.6400,64,0.2356,0
120756,1897,-0.6400,64,0.2352,0
120820,1898,-0.6400,64,0.2348,0
120884,1899,-0.6400,64,0.2344,0
120948,1900,-0.6400,64,0.2340,0
121012,1901,-0.6400,64,0.2336,0
121076,1902,-0.6400,64,0.2332,0
121140,1903,-0.6400,64,0.2328,0
121204,1904,-0.6400,64,0.2324,0
121268,1905,-0.6400,64,0.2320,0
121332,1906,-0.6400,64,0.2316,0
121396,1907,-0.6400,64,0.2312,0
121460,1908,-0.6400,64,0.2308,0
121524,1909,-0.6400,64,0.2303,0
121588,1910,-0.6400,64,0.2299,0
121652,1911,-0.6400,64,0.2295,0
121716,1912,-0.6400,64,0.2291,0
121780,1913,-0.6400,64,0.2287,0
121844,1914,-0.6400,64,0.2283,0
121908,1915,-0.6400,64,0.2279,0
121972,1916,-0.6400,64,0.2275,0
122036,1917,-0.6400,64,0.2271,0
122100,1918,-0.6400,64,0.2267,0
122164,1919,-0.6400,64,0.2263,0
122228,1920,-0.6400,64,0.2259,0
122292,1921,-0.6400,64,0.2255,0
122356,1922,-0.6400,64,0.2251,0
122420,1923,-0.6400,64,0.2247,0
122484,1924,-0.6400,64,0.2243,0
122548,1925,-0.6400,64,0.2239,0
122612,1926,-0.6400,64,0.2235,0
122676,1927,-0.6400,64,0.2231,0
122740,1928,-0.6400,64,0.2226,0
122804,1929,-0.6400,64,0.2222,0
122868,1930,-0.6400,64,0.2218,0
122932,1931,-0.6400,64,0.2214,0
122996,1932,-0.6400,64,0.2210,0
123060,1933,-0.6400,64,0.2206,0
123124,1934,-0.6400,64,0.2202,0
123188,1935,-0.6400,64,0.2198,0
123252,1936,-0.6400,64,0.2194,0
123316,1937,-0.6400,64,0.2190,0
123380,1938,-0.6400,64,0.2186,0
123444,1939,-0.6400,64,0.2182,0
123508,1940,-0.6400,64,0.2178,0
123572,1941,-0.6400,64,0.2174,0
123636,1942,-0.6400,64,0.2170,0
123700,1943,-0.6400,64,0.2166,0
123764,1944,-0.6400,64,0.2162,0
123828,1945,-0.6400,64,0.2158,0
123892,1946,-0.6400,64,0.2154,0
123956,1947,-0.6400,64,0.2149,0
124020,1948,-0.6400,64,0.2145,0
124084,1949,-0.6400,64,0.2141,0
124148,1950,-0.6400,64,0.2137,0
124212,1951,-0.6400,64,0.2133,0
124276,1952,-0.6400,64,0.2129,0
124340,1953,-0.6400,64,0.2125,0
124404,1954,-0.6400,64,0.2121,0
124468,1955,-0.6400,64,0.2117,0
124532,1956,-0.6400,64,0.2113,0
124596,1957,-0.6400,64,0.2109,0
124660,1958,-0.6400,64,0.2105,0
124724,1959,-0.6400,64,0.2101,0
124788,1960,-0.6400,64,0.2097,0
124852,1961,-0.6400,64,0.2093,0
124916,1962,-0.6400,64,0.2089,0
124980,1963,-0.6400,64,0.2085,0
125044,1964,-0.6400,64,0.2081,0
125108,1965,-0.6400,64,0.2076,0
125172,1966,-0.6400,64,0.2072,0
125236,1967,-0.6400,64,0.2068,0
125300,1968,-0.6400,64,0.2064,0
125364,1969,-0.6400,64,0.2060,0
125428,1970,-0.6400,64,0.2056,0
125492,1971,-0.6400,64,0.2052,0
125556,1972,-0.6400,64,0.2048,0
125620,1973,-0.6400,64,0.2044,0
125684,1974,-0.6400,64,0.2040,0
125748,1975,-0.6400,64,0.2036,0
125812,1976,-0.6400,64,0.2032,0
125876,1977,-0.6400,64,0.2028,0
125940,1978,-0.6400,64,0.2024,0
126004,1979,-0.6400,64,0.2020,0
126068,1980,-0.6400,64,0.2016,0
126106,1981,0.6300,38,0.2013,1
126170,1982,-0.6400,64,0.2009,0
126234,1983,-0.6400,64,0.2005,0
126298,1984,-0.6400,64,0.2001,0
126362,1985,-0.6400,64,0.1997,0
126426,1986,-0.6400,64,0.1993,0
126490,1987,-0.6400,64,0.1989,0
126554,1988,-0.6400,64,0.1985,0
126618,1989,-0.6400,64,0.1981,0
126682,1990,-0.6400,64,0.1977,0
126746,1991,-0.6400,64,0.1973,0
126810,1992,-0.6400,64,0.1969,0
126874,1993,-0.6400,64,0.1965,0
126938,1994,-0.6400,64,0.1961,0
127002,1995,-0.6400,64,0.1957,0
127066,1996,-0.6400,64,0.1952,0
127130,1997,-0.6400,64,0.1948,0
127194,1998,-0.6400,64,0.1944,0
127258,1999,-0.6400,64,0.1940,0
127322,2000,-0.6400,64,0.1936,0
127386,2001,-0.6400,64,0.1932,0
127450,2002,-0.6400,64,0.1928,0
127514,2003,-0.6400,64,0.1924,0
127578,2004,-0.6400,64,0.1920,0
127642,2005,-0.6400,64,0.1916,0
127706,2006,-0.6400,64,0.1912,0
127770,2007,-0.6400,64,0.1908,0
127834,2008,-0.6400,64,0.1904,0
127898,2009,-0.6400,64,0.1900,0
127962,2010,-0.6400,64,0.1896,0
128026,2011,-0.6400,64,0.1892,0
128090,2012,-0.6400,64,0.1888,0
128154,2013,-0.6400,64,0.1884,0
128218,2014,-0.6400,64,0.1880,0
128282,2015,-0.6400,64,0.1875,0
128346,2016,-0.6400,64,0.1871,0
128410,2017,-0.6400,64,0.1867,0
128474,2018,-0.6400,64,0.1863,0
128538,2019,-0.6400,64,0.1859,0
128602,2020,-0.6400,64,0.1855,0
128666,2021,-0.6400,64,0.1851,0
128730,2022,-0.6400,64,0.1847,0
128794,2023,-0.6400,64,0.1843,0
128858,2024,-0.6400,64,0.1839,0
128922,2025,-0.6400,64,0.1835,0
128986,2026,-0.6400,64,0.1831,0
129050,2027,-0.6400,64,0.1827,0
129114,2028,-0.6400,64,0.1823,0
129178,2029,-0.6400,64,0.1819,0
129242,2030,-0.6400,64,0.1815,0
129306,2031,-0.6400,64,0.1811,0
129370,2032,-0.6400,64,0.1807,0
129434,2033,-0.6400,64,0.1803,0
129498,2034,-0.6400,64,0.1798,0
129528,2035,0.7100,30,0.1797,1
129592,2036,-0.6400,64,0.1793,0
129656,2037,-0.6400,64,0.1788,0
129720,2038,-0.6400,64,0.1784,0
129784,2039,-0.6400,64,0.1780,0
129848,2040,-0.6400,64,0.1776,0
